Station,Datetime,Departures,Arrivals,Net_Flow,Risk_Type,Estimated_Bikes_To_Move,Rebalancing_Direction,Priority_Score,Priority_Level
Queens Quay W / Dan Leckie Way,2022-05-14 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queens Quay W / Lower Simcoe St,2022-05-07 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queens Quay / Yonge St,2024-05-05 11:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queens Quay / Yonge St,2024-05-06 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queens Quay / Yonge St,2024-05-09 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queens Quay / Yonge St,2024-05-18 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Bay St / College St (East Side),2022-10-25 12:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Queens Quay W / Lower Simcoe St,2024-06-01 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queens Quay W / Lower Simcoe St,2024-06-11 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queens Quay W / Lower Simcoe St,2025-07-27 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queens Quay W / Lower Simcoe St,2025-07-27 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Richmond St E / Jarvis St Green P,2022-08-31 06:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Richmond St E / Jarvis St Green P,2022-09-13 12:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Richmond St E / Yonge St,2024-01-11 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Richmond St E / Yonge St,2024-01-27 20:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Richmond St E / Yonge St,2024-05-27 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Bay St / College St (West Side) - SMART,2024-06-12 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Queens Quay E / Lower Jarvis St,2024-05-09 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queens Quay E / Lower Jarvis St,2024-05-12 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queens Quay E / Lower Jarvis St ,2025-08-30 13:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queens Quay E / Lower Jarvis St ,2025-08-30 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queens Quay E / Lower Sherbourne St,2022-08-17 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queens Quay E / Lower Sherbourne St,2022-09-05 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queens Quay E / Lower Sherbourne St,2022-10-25 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queens Quay E / Lower Sherbourne St,2024-05-02 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Bay St / College St (East Side),2025-12-12 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / College St (East Side),2025-12-17 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Richmond St E / Yonge St,2024-05-31 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queen St W / John St,2022-09-13 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queen St W / John St,2024-04-27 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queen St W / John St,2024-05-24 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queen St W / John St,2024-05-25 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queen St W / John St,2024-06-07 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queen St W / John St,2024-06-11 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queen St W / John St,2024-06-12 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queen St W / Ossington Ave,2024-01-25 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queen St W / Ossington Ave,2024-06-08 02:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queens Quay / Yonge St,2024-05-20 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queen St W / Spadina Ave,2022-07-04 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queen St W / Spadina Ave,2024-05-04 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Polson Pier,2024-06-06 20:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Portland St / Queen St W,2024-06-05 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Princes' Blvd / Nunavut Rd,2024-05-04 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Princes' Gates,2025-08-17 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Princes' Gates,2025-08-17 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Princess St / Adelaide St E,2022-05-07 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Princess St / Front St E,2024-06-11 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Princess St / Front St E,2024-06-13 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queen St W / Portland St,2022-07-10 22:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queens Quay / Yonge St,2024-05-23 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queens Quay / Yonge St,2024-05-29 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queens Quay / Yonge St,2024-06-06 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queens Quay / Yonge St,2024-06-10 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queens Quay / Yonge St,2024-06-12 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queens Quay / Yonge St,2024-06-12 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queens Quay E / Lower Jarvis St,2024-03-13 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queens Quay E / Lower Jarvis St,2024-04-07 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queen St W / Spadina Ave,2024-06-12 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queen St W / John St,2022-09-09 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queen's Park / Bloor St W,2022-07-15 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queen's Park / Bloor St W,2024-02-11 12:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queen's Park / Bloor St W,2024-03-12 11:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queen's Park Cres W / Hoskin Ave,2024-04-09 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queens Park Cres / College St,2024-06-13 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queens Quay / Yonge St,2022-05-14 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queens Quay / Yonge St,2022-07-16 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queens Quay / Yonge St,2022-08-15 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queens Quay / Yonge St,2022-08-24 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Queens Quay / Yonge St,2024-04-16 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Queen St W / York St (City Hall),2022-08-01 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Wellesley Station Green P,2022-08-19 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Wellesley Station Green P,2024-03-27 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Wellesley Station Green P,2024-06-11 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Ward's Island Ferry Dock,2025-05-20 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Ward's Island Ferry Dock,2025-06-07 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Ward's Island Ferry Dock,2025-06-08 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Ward's Island Ferry Dock,2025-06-14 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Ward's Island Ferry Dock,2025-06-28 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Ward's Island Ferry Dock,2025-07-01 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Temperance St Station,2024-05-18 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Baldwin St / Spadina Ave - SMART,2024-06-07 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Baldwin St / Spadina Ave - SMART,2025-12-22 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bathurst St / Adelaide St W,2022-06-19 11:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bathurst St / Adelaide St W,2024-02-04 13:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Adelaide St W / Bay St,2025-12-11 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Adelaide St W / Bay St (South),2025-06-05 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Adelaide St W / Bay St (South),2025-06-05 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Adelaide St W / Bay St - SMART,2022-06-03 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Adelaide St W / Bay St - SMART,2022-07-13 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Ward's Island Ferry Dock,2025-07-19 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Wellington St W / Bay St,2022-06-14 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Wellington St W / Bay St,2022-08-31 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Wellington St W / Bay St,2024-02-29 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Wellington St W / Bay St,2024-03-04 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Wellington St W / Bay St,2024-03-08 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Wellington St W / Bay St,2024-04-16 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Wellington St W / Bay St,2024-04-16 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Wellington St W / Bay St,2024-05-02 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Wellington St W / Bay St,2024-05-08 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Wellesley Station Green P,2022-08-07 00:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Wellington St W / Bay St,2024-05-15 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Wellington St W / Bay St,2024-05-21 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Ward's Island Ferry Dock,2025-08-22 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Ward's Island Ferry Dock,2025-08-22 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Ward's Island Ferry Dock,2025-08-24 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Ward's Island Ferry Dock,2025-08-27 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Ward's Island Ferry Dock,2025-08-31 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Wellesley St / Queen's Park Cres,2022-05-29 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Wellesley St W / Queen's Park Cres,2024-05-02 22:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Wellesley Station Green P,2022-07-13 12:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Wellington St W / Bay St,2024-05-14 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Walton St / Elizabeth St - SMART,2024-03-25 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Ward's Island Ferry Dock,2025-05-20 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
University Ave / Gerrard St W (East Side),2024-06-06 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
University Ave / Gerrard St W (East Side),2024-06-10 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
University Ave / Gerrard St W (East Side),2024-06-12 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
University Ave / Gerrard St W (East Side),2024-06-13 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
University Ave / King St W - SMART,2024-04-16 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
University Ave / King St W - SMART,2024-05-24 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
University Ave / King St W - SMART,2024-06-05 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Adelaide St W / Bay St - SMART,2022-08-31 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
University Ave / King St W - SMART,2024-06-13 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
University Ave / Queen St W,2022-09-07 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
University Ave / Queen St W,2024-05-30 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Ursula Franklin St / Huron St - SMART,2024-03-28 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
University Ave / Gerrard St W (East Side),2024-04-23 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-04-26 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-05-01 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-05-03 10:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
University Ave / Gerrard St W (East Side),2024-05-06 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
University Ave / King St W - SMART,2024-06-11 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Adelaide St W / Bay St - SMART,2022-09-15 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Adelaide St W / Bay St - SMART,2022-09-16 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Adelaide St W / Brant St,2022-06-23 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Adelaide St W / Brant St,2022-09-06 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Ward's Island Ferry Dock,2025-08-01 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Ward's Island Ferry Dock,2025-08-04 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Ward's Island Ferry Dock,2025-08-04 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Ward's Island Ferry Dock,2025-08-11 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Ursula Franklin St / St. George St - SMART,2024-04-22 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Walton St / Elizabeth St - SMART,2024-03-15 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Ursula Franklin St / St. George St - SMART,2024-06-13 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Vanauley St / Queen St W - SMART,2022-05-29 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Vanauley St / Queen St W - SMART,2022-06-05 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Victoria Park Ave / Kingston Rd,2024-05-14 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Victoria St / Queen St E,2022-10-11 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Walnut Ave / Queen St W,2022-08-20 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Walnut Ave / Queen St W,2024-05-22 21:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Walnut Ave / Queen St W,2024-05-30 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Walnut Ave / Queen St W,2024-06-06 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Walton St / Elizabeth St - SMART,2024-03-13 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
Ursula Franklin St / St. George St - SMART,2024-06-04 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
York St / Queens Quay W,2022-07-31 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
York St / Queens Quay W,2022-08-01 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
York St / Queens Quay W,2022-08-06 13:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
York St / Queens Quay W,2022-08-13 22:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Adelaide St W / Portland St,2022-06-01 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Adelaide St W / Portland St,2022-06-29 23:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Adelaide St W / Strachan Ave,2022-09-04 00:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
York St / Queens Quay W,2024-02-27 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
York St / Queens Quay W,2024-03-11 12:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
Wellesley Station Green P,2024-06-13 09:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,High
York St / Queens Quay W,2024-04-15 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,High
